ID = KCPR,TMP ° F,SKNT mph,GUST mph,DRCT °
8-6-2015 15:53 MDT,82.9,11.5,24.2,280
8-6-2015 14:53 MDT,82.9,15,28.8,290
8-6-2015 13:53 MDT,80.1,17.3,26.5,240
8-6-2015 12:53 MDT,79,17.3,,280
8-6-2015 11:53 MDT,77,17.3,24.2,260
8-6-2015 10:53 MDT,73.9,10.4,,290
8-6-2015 9:53 MDT,71.1,12.7,,270
8-6-2015 8:53 MDT,68,11.5,,300
8-6-2015 7:53 MDT,61,9.2,,230
8-6-2015 6:53 MDT,54,4.6,,190
8-6-2015 5:53 MDT,52,4.6,,340
8-6-2015 4:53 MDT,53.1,8.1,,330
8-6-2015 3:53 MDT,54,8.1,,330
8-6-2015 2:53 MDT,55,9.2,,230
8-6-2015 1:53 MDT,59,5.8,,240
8-6-2015 0:53 MDT,62.1,3.5,,200
8-5-2015 23:53 MDT,66,9.2,,320
8-5-2015 22:53 MDT,64.9,0,,
8-5-2015 21:53 MDT,69.1,10.4,,190
8-5-2015 21:16 MDT,71.1,28.8,41.4,210
8-5-2015 21:02 MDT,68,15,,170
8-5-2015 20:53 MDT,70,4.6,,
8-5-2015 20:25 MDT,75,3.5,,70
8-5-2015 19:53 MDT,75,3.5,,110
8-5-2015 18:53 MDT,78.1,0,,
8-5-2015 18:01 MDT,81,4.6,,280
8-5-2015 17:53 MDT,80.1,6.9,,290
8-5-2015 17:24 MDT,80.1,16.1,23,250
8-5-2015 17:11 MDT,82,9.2,,230
8-5-2015 16:53 MDT,79,11.5,23,280
8-5-2015 16:41 MDT,78.1,21.9,28.8,290
8-5-2015 16:22 MDT,81,21.9,35.7,170
8-5-2015 15:53 MDT,89.1,20.7,28.8,230
8-5-2015 15:10 MDT,87.1,11.5,,230
8-5-2015 14:53 MDT,90,12.7,,220
8-5-2015 13:53 MDT,87.1,11.5,23,200
8-5-2015 12:53 MDT,82.9,9.2,,170
8-5-2015 11:53 MDT,82,11.5,,220
8-5-2015 10:53 MDT,73,11.5,,160
8-5-2015 9:53 MDT,70,3.5,,
8-5-2015 8:53 MDT,64,5.8,,80
8-5-2015 7:53 MDT,59,4.6,,250
8-5-2015 6:53 MDT,53.1,3.5,,260
8-5-2015 5:53 MDT,54,6.9,,240
8-5-2015 4:53 MDT,53.1,3.5,,260
8-5-2015 3:53 MDT,55,4.6,,240
8-5-2015 2:53 MDT,54,3.5,,300
8-5-2015 1:53 MDT,55.9,5.8,,210
8-5-2015 0:53 MDT,59,5.8,,350
8-4-2015 23:53 MDT,59,10.4,,20
8-4-2015 22:53 MDT,63,6.9,,110
8-4-2015 22:16 MDT,66,9.2,,100
8-4-2015 21:53 MDT,66,8.1,,80
8-4-2015 20:53 MDT,70,9.2,,70
8-4-2015 19:53 MDT,73.9,6.9,,50
8-4-2015 18:53 MDT,78.1,9.2,,30
8-4-2015 17:53 MDT,78.1,5.8,,360
8-4-2015 16:53 MDT,79,11.5,,20
8-4-2015 15:53 MDT,75,11.5,,10
8-4-2015 15:08 MDT,75.9,18.4,24.2,330
8-4-2015 15:02 MDT,75.9,17.3,24.2,340
8-4-2015 14:53 MDT,79,19.6,,340
8-4-2015 14:41 MDT,81,15,,290
8-4-2015 14:28 MDT,79,16.1,21.9,270
8-4-2015 14:03 MDT,77,15,,280
8-4-2015 13:53 MDT,78.1,18.4,,260
8-4-2015 13:45 MDT,75.9,18.4,23,270
8-4-2015 12:53 MDT,75.9,8.1,,290
8-4-2015 11:53 MDT,72,10.4,,210
8-4-2015 10:53 MDT,69.1,16.1,,210
8-4-2015 9:53 MDT,64.9,16.1,,200
8-4-2015 8:53 MDT,64,13.8,,210
8-4-2015 7:53 MDT,63,10.4,,220
8-4-2015 6:53 MDT,61,12.7,,220
8-4-2015 5:53 MDT,61,9.2,,210
8-4-2015 4:53 MDT,61,11.5,,210
8-4-2015 3:53 MDT,60.1,5.8,,250
8-4-2015 2:53 MDT,57,4.6,,290
8-4-2015 1:53 MDT,57,8.1,,30
8-4-2015 0:53 MDT,57,4.6,,340
8-3-2015 23:53 MDT,57.9,3.5,,360
8-3-2015 22:53 MDT,59,8.1,,320
8-3-2015 21:53 MDT,60.1,6.9,,280
8-3-2015 20:53 MDT,62.1,8.1,,20
8-3-2015 19:53 MDT,64,8.1,,360
8-3-2015 18:53 MDT,64.9,13.8,,20
8-3-2015 17:53 MDT,69.1,11.5,,140
8-3-2015 16:53 MDT,68,19.6,26.5,150
8-3-2015 16:22 MDT,68,9.2,19.6,180
8-3-2015 16:10 MDT,66.9,6.9,,320
8-3-2015 15:53 MDT,66.9,3.5,19.6,
8-3-2015 15:42 MDT,68,12.7,24.2,230
8-3-2015 15:35 MDT,63,12.7,,240
8-3-2015 15:30 MDT,62.1,,,
8-3-2015 15:22 MDT,59,18.4,49.5,260
8-3-2015 15:17 MDT,64,32.2,49.5,190
8-3-2015 15:04 MDT,82,4.6,,310
8-3-2015 14:53 MDT,82.9,9.2,,10
8-3-2015 14:49 MDT,84.2,8.1,,360
8-3-2015 13:53 MDT,84.9,8.1,,10
8-3-2015 12:53 MDT,84,11.5,17.3,360
8-3-2015 11:53 MDT,81,4.6,,
8-3-2015 10:53 MDT,79,9.2,,270
8-3-2015 9:53 MDT,71.1,3.5,,
8-3-2015 8:53 MDT,66.9,0,,
8-3-2015 7:53 MDT,63,3.5,,250
8-3-2015 6:53 MDT,57.9,3.5,,220
8-3-2015 5:53 MDT,55,0,,
8-3-2015 4:53 MDT,57,5.8,,340
8-3-2015 3:53 MDT,57.9,6.9,,350
8-3-2015 2:53 MDT,64,5.8,,90
8-3-2015 1:53 MDT,66,9.2,,90
8-3-2015 0:53 MDT,68,9.2,,70
8-2-2015 23:53 MDT,70,13.8,,70
8-2-2015 22:53 MDT,73.9,15,,80
8-2-2015 21:53 MDT,73,10.4,,360
8-2-2015 20:53 MDT,79,12.7,,30
8-2-2015 19:53 MDT,84,15,,20
8-2-2015 18:53 MDT,91,9.2,,10
8-2-2015 17:53 MDT,93.9,5.8,,270
8-2-2015 16:53 MDT,93,4.6,,
8-2-2015 15:53 MDT,95,11.5,,40
8-2-2015 14:53 MDT,93,,,
8-2-2015 13:53 MDT,91.9,0,,
8-2-2015 12:53 MDT,91.9,5.8,,
8-2-2015 11:53 MDT,88,3.5,,
8-2-2015 10:53 MDT,84.9,10.4,,240
8-2-2015 9:53 MDT,79,13.8,,240
MesoWest Disclaimer,,,,
Data provided by: National Weather Service,,,,
Contact MesoWest,,,,
